pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,Day Name,WEEK NAME,Day of Week,Month Name
8805,3861,thai_ckn_l,1,06-Mar-15,19:15:15,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
8811,3864,thai_ckn_l,1,06-Mar-15,19:57:15,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
8839,3874,thai_ckn_l,1,06-Mar-15,21:28:26,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
9685,4241,thai_ckn_l,1,13-Mar-15,13:07:16,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
9710,4253,thai_ckn_l,1,13-Mar-15,16:26:31,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
9732,4263,thai_ckn_l,1,13-Mar-15,17:48:06,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
9770,4278,thai_ckn_l,1,13-Mar-15,19:32:04,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
9776,4282,thai_ckn_l,1,13-Mar-15,19:48:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
9780,4284,thai_ckn_l,1,13-Mar-15,20:01:36,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
10658,4665,thai_ckn_l,1,20-Mar-15,12:39:39,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
10677,4670,thai_ckn_l,1,20-Mar-15,12:56:01,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
10680,4671,thai_ckn_l,1,20-Mar-15,13:02:39,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
10709,4690,thai_ckn_l,1,20-Mar-15,17:03:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
10754,4710,thai_ckn_l,1,20-Mar-15,19:50:29,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
11511,5063,thai_ckn_l,1,27-Mar-15,11:50:10,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
11601,5100,thai_ckn_l,1,27-Mar-15,17:49:28,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,March
12572,5524,thai_ckn_l,1,03-Apr-15,14:56:00,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
12607,5540,thai_ckn_l,1,03-Apr-15,18:13:45,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
12632,5548,thai_ckn_l,1,03-Apr-15,19:30:34,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
12652,5558,thai_ckn_l,1,03-Apr-15,21:48:03,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
12664,5562,thai_ckn_l,1,03-Apr-15,22:12:28,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
13539,5939,thai_ckn_l,1,10-Apr-15,16:51:10,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
13544,5941,thai_ckn_l,1,10-Apr-15,17:31:21,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
13575,5953,thai_ckn_l,1,10-Apr-15,18:41:10,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
14499,6337,thai_ckn_l,1,17-Apr-15,12:37:51,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
14501,6339,thai_ckn_l,1,17-Apr-15,13:02:03,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
14575,6372,thai_ckn_l,1,17-Apr-15,18:53:17,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
14610,6387,thai_ckn_l,1,17-Apr-15,21:36:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
15398,6753,thai_ckn_l,1,24-Apr-15,12:08:44,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
15404,6757,thai_ckn_l,1,24-Apr-15,12:32:10,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
15425,6763,thai_ckn_l,1,24-Apr-15,13:11:38,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
15458,6779,thai_ckn_l,1,24-Apr-15,16:07:28,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
15470,6784,thai_ckn_l,1,24-Apr-15,16:57:54,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
15485,6790,thai_ckn_l,1,24-Apr-15,17:50:59,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,April
16335,7186,thai_ckn_l,1,01-May-15,12:52:27,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
16343,7192,thai_ckn_l,1,01-May-15,13:16:36,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
16417,7227,thai_ckn_l,1,01-May-15,19:28:53,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
16422,7229,thai_ckn_l,1,01-May-15,19:39:24,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
16453,7244,thai_ckn_l,1,01-May-15,22:24:45,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
17225,7580,thai_ckn_l,1,08-May-15,11:45:03,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
17232,7583,thai_ckn_l,1,08-May-15,12:01:19,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
17241,7588,thai_ckn_l,1,08-May-15,12:21:55,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
17321,7619,thai_ckn_l,1,08-May-15,17:57:47,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
18299,8036,thai_ckn_l,1,15-May-15,13:42:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
18337,8050,thai_ckn_l,1,15-May-15,16:29:51,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
18343,8052,thai_ckn_l,1,15-May-15,16:51:40,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
18425,8092,thai_ckn_l,1,15-May-15,20:34:54,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
18453,8106,thai_ckn_l,1,15-May-15,22:24:20,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
19219,8449,thai_ckn_l,1,22-May-15,12:30:54,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
19251,8459,thai_ckn_l,1,22-May-15,13:35:10,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
19273,8472,thai_ckn_l,1,22-May-15,16:52:56,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
19327,8497,thai_ckn_l,1,22-May-15,19:59:48,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
19340,8504,thai_ckn_l,1,22-May-15,20:48:36,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
20236,8890,thai_ckn_l,1,29-May-15,19:22:42,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,May
21203,9297,thai_ckn_l,1,05-Jun-15,17:35:01,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
21225,9304,thai_ckn_l,1,05-Jun-15,18:29:22,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
21260,9322,thai_ckn_l,1,05-Jun-15,21:01:25,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
21264,9323,thai_ckn_l,1,05-Jun-15,21:01:50,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
22078,9696,thai_ckn_l,1,12-Jun-15,12:31:47,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
22112,9714,thai_ckn_l,1,12-Jun-15,15:32:54,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
22143,9727,thai_ckn_l,1,12-Jun-15,17:25:15,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
22979,10116,thai_ckn_l,1,19-Jun-15,13:28:04,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23040,10136,thai_ckn_l,1,19-Jun-15,16:11:22,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23048,10139,thai_ckn_l,1,19-Jun-15,16:49:56,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23055,10142,thai_ckn_l,1,19-Jun-15,17:26:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23105,10167,thai_ckn_l,1,19-Jun-15,21:27:52,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23911,10513,thai_ckn_l,1,26-Jun-15,11:47:49,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23934,10522,thai_ckn_l,1,26-Jun-15,13:26:10,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23940,10526,thai_ckn_l,1,26-Jun-15,13:54:23,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
23991,10545,thai_ckn_l,1,26-Jun-15,17:10:20,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
24013,10554,thai_ckn_l,1,26-Jun-15,18:56:12,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,June
24856,10931,thai_ckn_l,1,03-Jul-15,12:00:20,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
24886,10943,thai_ckn_l,1,03-Jul-15,13:27:46,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25010,11001,thai_ckn_l,1,03-Jul-15,20:59:02,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25021,11006,thai_ckn_l,1,03-Jul-15,21:30:00,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25028,11009,thai_ckn_l,1,03-Jul-15,21:43:57,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25031,11011,thai_ckn_l,1,03-Jul-15,22:17:43,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25908,11401,thai_ckn_l,1,10-Jul-15,11:45:50,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25956,11427,thai_ckn_l,1,10-Jul-15,15:19:48,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
25983,11435,thai_ckn_l,1,10-Jul-15,16:54:37,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26031,11463,thai_ckn_l,1,10-Jul-15,22:03:06,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26044,11468,thai_ckn_l,1,10-Jul-15,22:37:56,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26835,11812,thai_ckn_l,1,17-Jul-15,11:31:14,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26871,11826,thai_ckn_l,1,17-Jul-15,13:31:42,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26924,11847,thai_ckn_l,1,17-Jul-15,16:30:03,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26937,11852,thai_ckn_l,1,17-Jul-15,17:30:22,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
26967,11867,thai_ckn_l,1,17-Jul-15,20:10:17,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Friday,FRI,5,July
